id,name,gender,age,city,state,job,income,score,loans
121243,Ekbal Bhardwaj,Male,34,Udaipur,Rajasthan,Professional,183173,771,3
121244,Harshil Bandi,Female,45,Kanpur,Uttar Pradesh,Self Employed,79992,500,1
121245,Orinder Bali,Male,60,Bhopal,Madhya Pradesh,Salaried,24017,850,4
121246,Ansh Solanki,Female,24,Hubballi,Karnataka,Self Employed,37030,595,4
121247,Ikshita Kaur,Male,22,Chennai,Tamil Nadu,Salaried,22434,628,1
121248,Maanas Tella,Female,50,Bengaluru,Karnataka,Self Employed,47833,832,1
121249,Ekanta Sibal,Female,46,Chennai,Tamil Nadu,Business Owner,200270,760,0
121250,Aditya Sibal,Female,31,Kolkata,West Bengal,Self Employed,215556,789,0
121251,Jackson Sanghvi,Female,26,Warangal,Telangana,Self Employed,139325,704,0
121252,David Verma,Female,58,New Delhi,Delhi,Business Owner,75989,757,4
121253,Yatan Lad,Male,39,Bengaluru,Karnataka,Business Owner,76168,697,0
121254,Falak Murty,Male,39,Kolkata,West Bengal,Self Employed,58193,670,1
121255,Reva Mishra,Male,31,Jabalpur,Madhya Pradesh,Business Owner,58954,641,1
121256,Aarna Mistry,Male,26,Kanpur,Uttar Pradesh,Salaried,105841,836,0
121257,Warjas Lala,Male,49,Aurangabad,Maharashtra,Business Owner,77576,782,1
121258,Nirja Ganguly,Male,34,Vadodara,Gujarat,Salaried,38798,600,0
121259,Mohini Ghosh,Male,30,Kolkata,West Bengal,Self Employed,131754,746,0
121260,Tarak Padmanabhan,Female,57,Noida,Uttar Pradesh,Business Owner,74538,586,1
121261,Hritik Kari,Male,46,Madurai,Tamil Nadu,Salaried,90571,808,3
121262,Ranbir Mammen,Female,51,Siliguri,West Bengal,Salaried,130018,659,4
121263,Fariq Nagar,Male,56,Indore,Madhya Pradesh,Self Employed,43040,778,3
121264,Pranit Dutta,Male,30,Kolkata,West Bengal,Salaried,119804,719,0
121265,Triya Sinha,Male,46,Delhi,Delhi,Salaried,198767,698,1
121266,Gaurav Gupta,Male,30,Chennai,Tamil Nadu,Salaried,192306,566,0
121267,Nisha Dalal,Male,40,Mysuru,Karnataka,Salaried,112921,687,1
121268,Arin Bhardwaj,Male,41,Jodhpur,Rajasthan,Salaried,77124,762,0
121269,Samarth Chawla,Male,38,Navi Mumbai,Maharashtra,Business Owner,82143,850,1
121270,Xavier Tailor,Female,32,Hubballi,Karnataka,Salaried,67860,647,2
121271,Ekansh Zachariah,Female,33,Rajkot,Gujarat,Self Employed,177284,719,0
121272,Triya Vohra,Male,24,Siliguri,West Bengal,Salaried,151300,559,0
121273,Wyatt Bhardwaj,Male,47,Hyderabad,Telangana,Salaried,193125,722,1
121274,Shravya Sodhi,Male,29,Siliguri,West Bengal,Salaried,65534,554,0
121275,Ekaja Misra,Female,48,Chennai,Tamil Nadu,Salaried,25913,662,0
121276,Charles Ahluwalia,Male,31,Delhi,Delhi,Business Owner,168867,570,0
121277,Rachit Narula,Male,30,Kolkata,West Bengal,Salaried,130259,620,1
121278,Anita Rege,Female,47,Surat,Gujarat,Salaried,158706,816,1
121279,Megha Aggarwal,Female,48,Jabalpur,Madhya Pradesh,Salaried,66820,674,1
121280,Aarav Saha,Female,30,Siliguri,West Bengal,Professional,188755,689,2
121281,Qabil Patla,Male,48,Mangaluru,Karnataka,Self Employed,173835,589,1
121282,Naksh Tiwari,Male,60,Jaipur,Rajasthan,Salaried,77754,580,0
121283,Rudra Sharma,Male,23,Hyderabad,Telangana,Professional,84225,687,1
121284,Atharv Sathe,Male,35,Surat,Gujarat,Salaried,95791,579,0
121285,Adya Contractor,Female,53,Ahmedabad,Gujarat,Business Owner,190135,599,2
121286,Oscar Loyal,Female,37,Coimbatore,Tamil Nadu,Professional,204452,701,1
121287,Nirja Chawla,Male,47,Vadodara,Gujarat,Professional,74223,494,3
121288,Sara Deshpande,Female,56,Warangal,Telangana,Business Owner,68581,850,0
121289,Wishi Sarraf,Male,43,Hubballi,Karnataka,Professional,141405,725,1
121290,Azad Aurora,Male,48,Udaipur,Rajasthan,Salaried,118724,527,3
121291,Udarsh Hayer,Female,47,Noida,Uttar Pradesh,Business Owner,128465,644,0
121292,Jack Dyal,Male,39,Siliguri,West Bengal,Self Employed,81585,688,1
121293,Jeet Vyas,Female,30,Rajkot,Gujarat,Business Owner,93910,723,2
121294,Baghyawati Sem,Male,34,Indore,Madhya Pradesh,Salaried,133201,753,0
121295,Aarna Wable,Female,38,New Delhi,Delhi,Professional,180818,597,3
121296,Eesha Bath,Male,21,Indore,Madhya Pradesh,Salaried,125470,578,0
121297,Samarth Butala,Male,22,Mangaluru,Karnataka,Salaried,50206,615,1
121298,Shivani Memon,Female,38,Noida,Uttar Pradesh,Professional,128029,774,1
121299,Vrinda Dara,Female,58,Madurai,Tamil Nadu,Business Owner,182127,585,0
121300,Kritika Parmar,Female,44,Mangaluru,Karnataka,Self Employed,39788,652,0
121301,Tejas Solanki,Male,41,Bhopal,Madhya Pradesh,Business Owner,187194,727,2
121302,Ekiya Balasubramanian,Male,34,Warangal,Telangana,Salaried,71074,685,2
121303,Veda Kunda,Male,53,Kolkata,West Bengal,Business Owner,196560,587,1
121304,Yashvi Dixit,Male,60,Bengaluru,Karnataka,Salaried,163712,720,2
121305,Maanav Bhakta,Female,32,Mumbai,Maharashtra,Self Employed,167320,756,1
121306,Luke Banerjee,Female,37,Siliguri,West Bengal,Salaried,107535,774,2
121307,Hritik Nagar,Female,54,Nashik,Maharashtra,Business Owner,109965,606,2
121308,Nidhi Ghose,Female,45,Vadodara,Gujarat,Salaried,94784,592,0
121309,Veda Sandal,Male,51,Delhi,Delhi,Salaried,207637,727,2
121310,Janya Tailor,Male,24,Bengaluru,Karnataka,Professional,185202,717,0
121311,Turvi Chawla,Male,45,Siliguri,West Bengal,Business Owner,25111,685,1
121312,Saumya Dhaliwal,Female,56,Madurai,Tamil Nadu,Salaried,212873,636,0
121313,Amol Bala,Male,54,Thane,Maharashtra,Professional,65679,768,0
121314,Unnati Konda,Female,54,Jodhpur,Rajasthan,Salaried,126567,742,0
121315,Hema Varma,Male,53,Bhopal,Madhya Pradesh,Business Owner,56916,540,1
121316,Advika Divan,Male,57,Kolkata,West Bengal,Salaried,198969,794,0
121317,Jagdish Pal,Female,58,New Delhi,Delhi,Salaried,103689,741,3
121318,Imaran Anand,Male,42,Mangaluru,Karnataka,Salaried,159269,689,0
121319,Wakeeta Vala,Female,32,Siliguri,West Bengal,Salaried,74508,775,0
121320,Farhan Kari,Male,23,Bengaluru,Karnataka,Self Employed,164178,732,0
121321,Tara Bobal,Male,24,Hyderabad,Telangana,Salaried,162380,532,0
121322,Ronith Rout,Female,28,Aurangabad,Maharashtra,Professional,206978,718,3
121323,Indrajit Sule,Male,52,Kolkata,West Bengal,Professional,90364,673,1
121324,Jalsa Tripathi,Female,25,Siliguri,West Bengal,Professional,182620,736,1
121325,Yashvi Khatri,Female,43,New Delhi,Delhi,Salaried,28905,741,0
121326,Krishna Bains,Female,59,New Delhi,Delhi,Salaried,62121,657,1
121327,Ekansh Seshadri,Male,34,Bhopal,Madhya Pradesh,Salaried,131901,654,1
121328,Kevin Pant,Female,39,Chennai,Tamil Nadu,Salaried,194651,712,1
121329,Christopher Seshadri,Female,43,Mangaluru,Karnataka,Business Owner,194061,629,2
121330,Alka Hayre,Female,57,Noida,Uttar Pradesh,Salaried,78549,694,0
121331,Varenya Wason,Male,41,Jabalpur,Madhya Pradesh,Professional,204605,607,3
121332,Oni Lata,Male,31,New Delhi,Delhi,Salaried,208943,635,1
121333,Ronith Madan,Female,56,Noida,Uttar Pradesh,Salaried,172742,814,0
121334,Damyanti Johal,Male,60,Ahmedabad,Gujarat,Salaried,179758,803,2
121335,Darsh Goswami,Female,31,Agra,Uttar Pradesh,Salaried,119186,718,1
121336,Dhriti Chad,Female,45,Pune,Maharashtra,Salaried,179798,655,0
121337,Yasti Shan,Male,36,Kolkata,West Bengal,Business Owner,218750,779,2
121338,Hritik Suresh,Female,44,New Delhi,Delhi,Salaried,124380,688,1
121339,Rajeshri Purohit,Male,44,Siliguri,West Bengal,Salaried,202978,659,2
121340,Dhriti Suri,Male,31,Indore,Madhya Pradesh,Self Employed,148895,850,1
121341,Robert Tripathi,Male,44,Warangal,Telangana,Salaried,212157,780,2
121342,Panini Venkatesh,Female,37,Delhi,Delhi,Business Owner,25523,736,0
121343,Neel Bhat,Male,57,New Delhi,Delhi,Salaried,142012,619,2
121344,Unni Jani,Female,60,Jodhpur,Rajasthan,Self Employed,216953,639,0
121345,Falguni Mann,Female,38,Siliguri,West Bengal,Professional,88478,713,1
121346,Sai Aggarwal,Female,45,New Delhi,Delhi,Professional,203747,750,1
121347,Jason Deo,Female,28,Hyderabad,Telangana,Business Owner,73199,549,0
121348,Praneel Vohra,Female,59,Hyderabad,Telangana,Self Employed,124003,628,1
121349,Laban Deol,Male,36,Mumbai,Maharashtra,Self Employed,35345,752,3
121350,Sai Reddy,Female,49,Bengaluru,Karnataka,Salaried,205272,834,1
121351,Theodore Mukherjee,Male,29,New Delhi,Delhi,Business Owner,23204,563,0
121352,Urvi Raj,Male,27,Hyderabad,Telangana,Salaried,35182,632,1
121353,Gopal Kapadia,Male,34,Hyderabad,Telangana,Business Owner,20305,699,3
121354,Anthony Walla,Female,45,Thane,Maharashtra,Professional,61394,746,1
121355,Karan Lal,Male,57,Udaipur,Rajasthan,Salaried,170757,645,1
121356,Rudra Buch,Male,39,Mangaluru,Karnataka,Business Owner,175784,635,1
121357,Dipta Tailor,Female,22,Coimbatore,Tamil Nadu,Self Employed,163511,624,3
121358,Liam Ramakrishnan,Female,39,Delhi,Delhi,Self Employed,29142,602,1
121359,Krish Gole,Male,22,Madurai,Tamil Nadu,Self Employed,141603,685,0
121360,Jackson Andra,Male,44,Chennai,Tamil Nadu,Business Owner,86984,695,2
121361,Abha Rout,Male,30,Bhopal,Madhya Pradesh,Business Owner,103900,579,0
121362,Rajata Parikh,Female,33,Udaipur,Rajasthan,Salaried,37088,683,1
121363,Jasmit Krishna,Male,57,Bhopal,Madhya Pradesh,Salaried,204733,740,0
121364,Bhanumati Gour,Male,21,Siliguri,West Bengal,Salaried,156527,593,1
121365,David Kale,Male,35,Lucknow,Uttar Pradesh,Salaried,173712,745,1
121366,Amara Seth,Female,27,Nagpur,Maharashtra,Business Owner,119363,763,3
121367,Panini Mistry,Female,60,Warangal,Telangana,Salaried,128124,631,0
121368,Oeshi Tandon,Male,36,Hyderabad,Telangana,Salaried,79635,784,0
121369,Nathaniel Brar,Male,27,Hubballi,Karnataka,Business Owner,32022,587,1
121370,Chandani Sehgal,Female,38,Jaipur,Rajasthan,Professional,214206,748,2
121371,Charvi Borde,Male,48,Hyderabad,Telangana,Salaried,163907,636,0
121372,Indira Som,Female,34,Indore,Madhya Pradesh,Business Owner,78581,761,1
121373,Jairaj Kota,Male,37,Agra,Uttar Pradesh,Salaried,118492,745,1
121374,Fiyaz Kota,Female,43,Jabalpur,Madhya Pradesh,Self Employed,93481,786,1
121375,Wyatt Batta,Female,43,Coimbatore,Tamil Nadu,Self Employed,152426,723,2
121376,Yachana Dutta,Female,44,Siliguri,West Bengal,Self Employed,148702,751,1
121377,Rachita Sunder,Male,41,Hyderabad,Telangana,Salaried,82967,774,0
121378,Pranav Babu,Male,42,Madurai,Tamil Nadu,Self Employed,201676,747,1
121379,Frado Bose,Male,46,Warangal,Telangana,Salaried,185611,693,0
121380,Jasmit Bala,Female,56,Delhi,Delhi,Salaried,118591,724,0
121381,Ranbir Ray,Male,49,Ahmedabad,Gujarat,Salaried,126803,598,0
121382,Zilmil Mani,Female,27,Mumbai,Maharashtra,Business Owner,216287,644,0
121383,Lohit Talwar,Female,37,Mumbai,Maharashtra,Salaried,30405,679,0
121384,Pooja Soni,Male,31,Hyderabad,Telangana,Self Employed,174894,642,1
121385,Arya Minhas,Male,57,Lucknow,Uttar Pradesh,Salaried,215091,817,1
121386,Raghav Gara,Male,45,Jaipur,Rajasthan,Salaried,92878,718,1
121387,Garima Seth,Female,28,Hubballi,Karnataka,Self Employed,69529,740,3
121388,Ganga Pau,Female,24,Agra,Uttar Pradesh,Salaried,23818,653,2
121389,Radhika Zachariah,Male,57,Jodhpur,Rajasthan,Salaried,82948,734,2
121390,Vamakshi Dugar,Male,29,Kanpur,Uttar Pradesh,Self Employed,60635,694,0
121391,Neelima Basak,Male,57,New Delhi,Delhi,Salaried,34766,740,1
121392,Ekapad Ghosh,Male,34,Agra,Uttar Pradesh,Salaried,29644,631,0
121393,Vanya Tata,Female,34,Mysuru,Karnataka,Business Owner,50641,657,2
121394,Vedika Chana,Female,43,Nagpur,Maharashtra,Self Employed,36069,667,3
121395,Bhavini Magar,Male,53,Kanpur,Uttar Pradesh,Salaried,33306,742,1
121396,Qasim Guha,Male,38,Indore,Madhya Pradesh,Salaried,195476,561,3
121397,Tanay Ghose,Male,30,Udaipur,Rajasthan,Salaried,130064,583,3
121398,Waida Baria,Female,33,Kolkata,West Bengal,Professional,44811,782,1
121399,Dayita Ganesh,Male,44,Jodhpur,Rajasthan,Business Owner,167127,642,1
121400,Ekanta Madan,Male,44,Thane,Maharashtra,Salaried,78285,725,3
121401,Jack Gandhi,Male,23,Lucknow,Uttar Pradesh,Salaried,38797,758,0
121402,Balhaar Sastry,Male,40,Bhopal,Madhya Pradesh,Self Employed,94853,682,0
121403,Gaurang Rajagopal,Male,23,Kanpur,Uttar Pradesh,Professional,98758,807,2
121404,Caleb Rai,Male,57,Kanpur,Uttar Pradesh,Business Owner,155158,716,1
121405,Anamika Dhaliwal,Female,30,Hyderabad,Telangana,Salaried,46025,752,0
121406,Urvi Sarma,Male,46,Delhi,Delhi,Self Employed,117620,725,1
121407,Vasatika Nagarajan,Male,57,Mysuru,Karnataka,Salaried,84619,709,0
121408,Joshua Yadav,Female,36,Delhi,Delhi,Salaried,201045,709,0
121409,Harrison Srinivasan,Female,24,Siliguri,West Bengal,Self Employed,167360,657,1
121410,Charan Patil,Female,57,Navi Mumbai,Maharashtra,Self Employed,106710,714,1
121411,Jackson Mukherjee,Male,53,Lucknow,Uttar Pradesh,Self Employed,201353,680,1
121412,Anya Sahni,Male,56,Vadodara,Gujarat,Self Employed,186710,604,1
121413,Jack Bhavsar,Male,54,New Delhi,Delhi,Salaried,219931,613,1
121414,Vincent Madan,Male,30,Chennai,Tamil Nadu,Self Employed,140735,686,0
121415,Siya Bath,Female,43,Vadodara,Gujarat,Salaried,208421,702,3
121416,Pahal Chhabra,Male,37,Delhi,Delhi,Business Owner,110985,735,0
121417,Tanish Zacharia,Female,28,Chennai,Tamil Nadu,Self Employed,148377,722,0
121418,Vritti Khare,Male,51,Nagpur,Maharashtra,Salaried,170651,675,1
121419,Ayushman Randhawa,Male,54,Noida,Uttar Pradesh,Business Owner,182689,736,0
121420,Wishi Agrawal,Female,21,Jabalpur,Madhya Pradesh,Self Employed,200927,618,3
121421,Om Bobal,Male,40,Jabalpur,Madhya Pradesh,Salaried,37228,644,3
121422,Balhaar Datta,Female,56,New Delhi,Delhi,Self Employed,29927,789,2
121423,Maya Bhattacharyya,Male,25,Agra,Uttar Pradesh,Salaried,176574,635,1
121424,Yuvraj Mohanty,Male,47,New Delhi,Delhi,Self Employed,194995,678,1
121425,Hemal Manda,Male,34,Navi Mumbai,Maharashtra,Self Employed,89748,631,2
121426,Bhavika Tripathi,Female,54,Madurai,Tamil Nadu,Salaried,110758,567,1
121427,Anmol Choudhury,Female,46,Noida,Uttar Pradesh,Professional,70921,635,0
121428,Idika Garde,Female,51,Rajkot,Gujarat,Salaried,171995,783,0
121429,Darsh Anand,Female,22,Chennai,Tamil Nadu,Business Owner,150451,644,1
121430,Suhani Pau,Male,48,Surat,Gujarat,Business Owner,90745,707,1
121431,Aryan Master,Female,42,Rajkot,Gujarat,Salaried,218992,725,1
121432,Eshana Sengupta,Female,28,Aurangabad,Maharashtra,Salaried,128491,674,0
121433,Bhavya Chander,Female,42,Hubballi,Karnataka,Salaried,89247,688,0
121434,Urmi Sunder,Male,31,Hubballi,Karnataka,Business Owner,211550,605,0
121435,Faqid Patel,Male,21,Kanpur,Uttar Pradesh,Salaried,202715,738,0
121436,Rishi Verma,Male,26,Kolkata,West Bengal,Self Employed,92244,562,0
121437,Krishna Yohannan,Female,42,Jaipur,Rajasthan,Salaried,101553,743,0
121438,Om Dash,Female,22,Mysuru,Karnataka,Self Employed,111171,710,3
121439,Wridesh Thakkar,Female,46,Agra,Uttar Pradesh,Business Owner,201354,641,3
121440,Faris Swaminathan,Female,27,Surat,Gujarat,Professional,96067,721,4
121441,Chakradev Bhakta,Female,53,Indore,Madhya Pradesh,Salaried,40292,779,4
121442,Zayyan Kapoor,Female,36,Bengaluru,Karnataka,Salaried,39614,812,1
121443,Libni Gala,Male,33,Mumbai,Maharashtra,Self Employed,51514,580,1
121444,Simon Ganesh,Female,52,Agra,Uttar Pradesh,Salaried,130987,594,2
121445,Vidhi Rajagopalan,Male,23,Jaipur,Rajasthan,Business Owner,58658,802,2
121446,Tanay Nagarajan,Male,41,Delhi,Delhi,Salaried,153611,661,3
121447,Urvi Devi,Male,51,Kolkata,West Bengal,Salaried,78313,631,0
121448,Anusha Dhingra,Male,44,Surat,Gujarat,Professional,88030,733,3
121449,Vasana Gera,Male,27,Vadodara,Gujarat,Salaried,170439,770,1
121450,Nakul Sampath,Male,59,New Delhi,Delhi,Self Employed,94341,687,0
121451,Varenya Dixit,Male,28,Bengaluru,Karnataka,Professional,49611,617,1
121452,Yash Kanda,Male,26,Indore,Madhya Pradesh,Self Employed,194903,638,1
121453,Warinder Dutt,Female,34,Delhi,Delhi,Salaried,208193,665,1
121454,Chaitanya Kalla,Male,40,Bhopal,Madhya Pradesh,Self Employed,47157,738,2
121455,Laban Doctor,Male,22,Vadodara,Gujarat,Salaried,104962,580,0
121456,Ganga Prashad,Male,34,Jodhpur,Rajasthan,Salaried,135895,627,4
121457,Wishi Pandya,Male,55,Bengaluru,Karnataka,Salaried,120284,654,0
121458,Dalaja Magar,Female,45,Noida,Uttar Pradesh,Salaried,155527,634,1
121459,Tanmayi Kanda,Male,38,Vadodara,Gujarat,Salaried,18625,667,0
121460,Yashica Chacko,Female,60,New Delhi,Delhi,Self Employed,132905,734,0
121461,Luke Mani,Male,28,Bhopal,Madhya Pradesh,Professional,116448,708,0
121462,Ati Choudhary,Male,26,Indore,Madhya Pradesh,Salaried,145423,625,0
121463,Rajeshri Kara,Female,48,Surat,Gujarat,Professional,48730,731,2
121464,Waida Prabhakar,Female,29,Vadodara,Gujarat,Salaried,48525,788,2
121465,Laksh Varghese,Female,45,Jaipur,Rajasthan,Salaried,66170,769,1
121466,Manthan Balasubramanian,Male,27,Udaipur,Rajasthan,Salaried,200356,605,2
121467,Vrishti Lala,Female,55,Hyderabad,Telangana,Business Owner,206886,639,0
121468,Avi Goda,Male,36,Delhi,Delhi,Self Employed,194400,746,0
121469,Nikita Savant,Male,40,Mumbai,Maharashtra,Salaried,184179,602,0
121470,Jhalak Butala,Male,27,New Delhi,Delhi,Professional,121868,667,2
121471,Ikshita Oza,Male,38,Jodhpur,Rajasthan,Salaried,107708,753,3
121472,Devika Mander,Female,39,Hyderabad,Telangana,Salaried,164203,743,0
121473,Damini Dhaliwal,Male,22,Mysuru,Karnataka,Professional,52461,769,4
121474,Tristan Suresh,Female,49,Surat,Gujarat,Salaried,190404,666,0
121475,Priya Guha,Female,48,Siliguri,West Bengal,Business Owner,216804,830,2
121476,Vihaan Jayaraman,Male,35,New Delhi,Delhi,Self Employed,133130,716,1
121477,Tanay Jain,Male,50,Delhi,Delhi,Professional,166123,651,4
121478,Ira Prabhu,Female,24,Chennai,Tamil Nadu,Professional,139147,645,4
121479,Theodore Tailor,Male,28,Jodhpur,Rajasthan,Salaried,23136,707,0
121480,George Kata,Male,39,Kolkata,West Bengal,Salaried,127626,748,1
121481,Faraj Chhabra,Male,50,Kanpur,Uttar Pradesh,Self Employed,68045,695,2
121482,Forum Kale,Female,46,Madurai,Tamil Nadu,Business Owner,171931,744,2
121483,Maanav Salvi,Male,29,Navi Mumbai,Maharashtra,Self Employed,65319,701,1
121484,Hiral Raj,Male,48,New Delhi,Delhi,Salaried,22406,726,0
121485,Sai Pandey,Female,27,Hyderabad,Telangana,Business Owner,23625,593,1
121486,Bakhshi Pandya,Male,53,Warangal,Telangana,Salaried,170337,646,0
121487,Hredhaan Srinivas,Male,24,Kanpur,Uttar Pradesh,Self Employed,93274,669,0
121488,Janaki Chadha,Female,28,Jabalpur,Madhya Pradesh,Salaried,70634,717,0
121489,Victor Kara,Female,54,Chennai,Tamil Nadu,Self Employed,198240,695,0
121490,Jasmit Rana,Female,30,Coimbatore,Tamil Nadu,Salaried,53370,826,0
121491,Kamya Nayar,Male,56,Hyderabad,Telangana,Salaried,177623,628,0
121492,Jason Jha,Male,49,Hyderabad,Telangana,Self Employed,148656,753,0
121493,Dalaja Chowdhury,Female,24,Surat,Gujarat,Salaried,29120,588,1
121494,Xavier Lad,Male,55,Hyderabad,Telangana,Salaried,194277,589,0
121495,Faras Kaul,Male,48,Udaipur,Rajasthan,Salaried,217878,617,1
121496,Reyansh Dewan,Male,42,Warangal,Telangana,Salaried,135866,837,3
121497,Kabir Deo,Female,46,Chennai,Tamil Nadu,Professional,18664,747,4
121498,Fiyaz Shah,Female,26,Surat,Gujarat,Self Employed,146214,850,0
121499,Parth Date,Male,44,Thane,Maharashtra,Business Owner,209753,657,1
121500,Balveer Ranganathan,Male,24,Chennai,Tamil Nadu,Professional,83041,586,0
121501,Odika Sama,Male,36,Warangal,Telangana,Salaried,163265,752,3
121502,Aadi Srivastava,Male,27,Warangal,Telangana,Salaried,104231,661,2
121503,Odika Mander,Female,27,Warangal,Telangana,Self Employed,179887,715,0
121504,Vedant Upadhyay,Male,57,Vadodara,Gujarat,Business Owner,163420,638,0
121505,Dhriti Sanghvi,Female,24,Delhi,Delhi,Professional,195510,581,0
121506,Omkaar Narula,Male,43,Ahmedabad,Gujarat,Self Employed,93721,694,4
121507,Gabriel Badami,Female,52,Mysuru,Karnataka,Professional,94160,653,3
121508,Dalaja Johal,Male,41,Udaipur,Rajasthan,Professional,103651,654,1
121509,Ekaja Atwal,Male,31,Kolkata,West Bengal,Self Employed,57937,678,3
121510,Madhav Savant,Female,36,Jodhpur,Rajasthan,Business Owner,200710,697,1
121511,Ranveer Dave,Male,60,Hyderabad,Telangana,Professional,159661,600,0
121512,Bimala Tella,Male,41,Kolkata,West Bengal,Business Owner,138945,700,3
121513,Rayaan Dass,Male,25,Thane,Maharashtra,Business Owner,91006,705,0
121514,Finn Kibe,Male,31,Jabalpur,Madhya Pradesh,Salaried,98098,746,0
121515,Meghana Naidu,Female,44,Madurai,Tamil Nadu,Professional,150950,654,0
121516,Saksham Garg,Female,55,New Delhi,Delhi,Self Employed,26811,706,2
121517,Manya Bobal,Male,46,Indore,Madhya Pradesh,Business Owner,135509,614,2
121518,Krishna Rai,Female,49,Vadodara,Gujarat,Business Owner,214273,850,3
121519,Indrajit Borah,Male,35,Bengaluru,Karnataka,Self Employed,143696,574,3
121520,Girik Rajan,Male,27,Agra,Uttar Pradesh,Self Employed,35561,585,0
121521,Zayyan Sachar,Female,37,Jodhpur,Rajasthan,Professional,150586,672,1
121522,Manan Handa,Male,57,Bhopal,Madhya Pradesh,Salaried,55516,632,1
121523,Kavya Sodhi,Male,28,Mangaluru,Karnataka,Self Employed,18635,829,1
121524,Rachana Bahl,Male,21,Warangal,Telangana,Business Owner,92209,667,3
121525,Alexander Aggarwal,Male,52,Vadodara,Gujarat,Salaried,193520,683,0
121526,Tamanna Aggarwal,Male,23,Ahmedabad,Gujarat,Salaried,97072,783,0
121527,Rachit Dyal,Male,53,Chennai,Tamil Nadu,Business Owner,168719,609,0
121528,Banjeet Arya,Male,36,Siliguri,West Bengal,Salaried,140852,662,0
121529,Ranveer Buch,Male,48,Siliguri,West Bengal,Professional,48852,553,3
121530,Amara Sharaf,Male,44,Bhopal,Madhya Pradesh,Salaried,185767,680,1
121531,Jacob Bail,Male,56,Mumbai,Maharashtra,Salaried,176405,824,0
121532,Simon Vasa,Male,54,Siliguri,West Bengal,Self Employed,42896,664,4
121533,Harrison Dyal,Female,56,Siliguri,West Bengal,Salaried,37793,786,2
121534,Deepa Magar,Female,30,Hyderabad,Telangana,Salaried,168897,801,1
121535,Yadavi Dhillon,Male,46,Warangal,Telangana,Professional,116516,665,1
121536,Oviya Dash,Male,33,Hubballi,Karnataka,Self Employed,202408,665,1
121537,Bahadurjit Chada,Female,28,Surat,Gujarat,Salaried,71091,743,3
121538,Vyanjana Divan,Male,52,Rajkot,Gujarat,Business Owner,178905,740,2
121539,Onveer Biswas,Male,32,Surat,Gujarat,Salaried,144994,511,1
121540,Girindra Baral,Male,21,Hubballi,Karnataka,Salaried,82605,766,3
121541,Janaki Chaudhary,Female,47,Lucknow,Uttar Pradesh,Professional,70857,640,1
121542,Oeshi Batta,Female,38,Hyderabad,Telangana,Salaried,193511,704,2
121543,Yutika Mittal,Male,30,Bengaluru,Karnataka,Professional,129049,718,0
121544,Atharv Manda,Female,37,Rajkot,Gujarat,Salaried,35215,674,4
121545,Bahadurjit Sarma,Male,40,Bhopal,Madhya Pradesh,Salaried,129700,679,0
121546,Nidra Sandhu,Male,32,Hyderabad,Telangana,Self Employed,156254,727,4
121547,Harshil Bali,Male,37,New Delhi,Delhi,Business Owner,116031,579,1
121548,Dayita Natt,Female,41,Siliguri,West Bengal,Salaried,194517,644,0
121549,Faraj Mallick,Male,49,Warangal,Telangana,Salaried,66015,576,1
121550,Krish Kala,Female,36,Warangal,Telangana,Professional,114412,655,0
121551,Eta Khare,Female,23,Surat,Gujarat,Business Owner,42585,705,0
121552,Urvashi Buch,Female,32,Jodhpur,Rajasthan,Professional,68301,618,0
121553,Vasatika Gokhale,Male,29,Agra,Uttar Pradesh,Professional,151907,769,0
121554,Agastya Subramaniam,Female,32,Hyderabad,Telangana,Salaried,124047,728,1
121555,Michael Hayre,Female,56,Mangaluru,Karnataka,Self Employed,140182,543,1
121556,Joshua Shanker,Female,42,Nashik,Maharashtra,Salaried,18944,768,0
121557,Balveer Mahajan,Female,60,Ahmedabad,Gujarat,Self Employed,99282,564,3
121558,Aashi Varkey,Male,43,Ahmedabad,Gujarat,Salaried,121293,675,1
121559,Fiyaz Tandon,Female,37,Jodhpur,Rajasthan,Salaried,177611,660,2
121560,Tanish Sagar,Male,36,Chennai,Tamil Nadu,Self Employed,209831,718,3
121561,Ethan Rao,Male,39,Nashik,Maharashtra,Salaried,181156,689,0
121562,Rajata Vala,Female,34,Delhi,Delhi,Business Owner,93196,657,1
121563,Leela Kapoor,Female,54,Kolkata,West Bengal,Salaried,157073,584,2
121564,Vedhika Iyengar,Female,48,Chennai,Tamil Nadu,Self Employed,217661,850,0
121565,Nicholas Doshi,Male,45,Indore,Madhya Pradesh,Professional,58604,796,0
121566,Vasana Pradhan,Male,25,Warangal,Telangana,Business Owner,144799,693,0
121567,Wridesh Rau,Female,22,Jabalpur,Madhya Pradesh,Self Employed,138029,823,1
121568,Jagat Sawhney,Male,46,New Delhi,Delhi,Business Owner,160493,803,0
121569,Harsh Kakar,Male,50,Mangaluru,Karnataka,Professional,105868,648,1
121570,Abeer Dhawan,Female,52,Agra,Uttar Pradesh,Salaried,211964,691,1
121571,Riya Venkatesh,Male,27,Hubballi,Karnataka,Professional,98647,620,2
121572,Oscar Joshi,Female,54,Bengaluru,Karnataka,Self Employed,90909,625,0
121573,Gayathri Wagle,Male,40,Hubballi,Karnataka,Professional,22120,635,1
121574,Laban Kala,Male,23,Nagpur,Maharashtra,Business Owner,135305,633,1
